Code,Occupation Name,Nom de la profession,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
NOC1_9,"Occupations in manufacturing and utilities, except management",Fabrication et services d'utilité publique,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.5
00010,Legislators,Membres des corps législatifs,9.7,9.1,8.5,8.1,7.7,7.3,7,6.5,6.1,5.7,5.3
00011,Senior government managers and officials,Cadres supérieurs/cadres supérieures - administration publique,2.6,2.7,2.7,2.6,3,3.3,3.4,3.4,3.4,3.5,3.4
00012,"Senior managers - financial, communications and other business services","Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",2.7,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8
00013,"Senior managers - health, education, social and community services and membership organizations","Cadres supérieurs/cadres supérieures - santé, enseignement, services sociaux et communautaires et associations mutuelles",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
00014,"Senior managers - trade, broadcasting and other services","Cadres supérieurs/cadres supérieures - commerce, radiotélédiffusion et autres services",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
00015,"Senior managers - construction, transportation, production and utilities","Cadres supérieurs/cadres supérieures - construction, transport, production et services d'utilité publique",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10010,Financial managers,Directeurs financiers/directrices financières,1.9,2,2.1,2.2,2.2,2.3,2.4,2.4,2.4,2.3,2.3
10011,Human resources managers,Directeurs/directrices des ressources humaines,1.5,1.5,1.7,1.7,1.8,2,2.1,2.1,2.1,2.1,2
10012,Purchasing managers,Directeurs/directrices des achats,2.1,2.1,2.1,2,2.1,2,2.2,2.3,2.2,2.3,2.2
10019,Other administrative services managers,Directeurs/directrices d'autres services administratifs,3.5,3.1,3,3,3,3,2.9,2.9,2.9,2.8,2.8
10020,"Insurance, real estate and financial brokerage managers","Directeurs/directrices des assurances, de l'immobilier et du courtage financier",2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2
10021,"Banking, credit and other investment managers","Directeurs/directrices de banque, du crédit et d'autres services de placements",2,2.1,2.2,2.2,2.4,2.4,2.5,2.4,2.4,2.4,2.4
10022,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques",1.4,1.3,1.5,1.6,1.6,1.8,1.8,1.8,1.8,1.8,1.7
10029,Other business services managers,Directeurs/directrices d'autres services aux entreprises,3.8,3.6,3.7,3.5,3.4,3.7,3.6,3.5,3.4,3.2,3
10030,Telecommunication carriers managers,Directeurs/directrices d'entreprises de télécommunications,2.2,2.3,2.5,2.6,2.7,2.7,2.6,2.7,2.9,3,3.1
11100,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
11101,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3
11102,Financial advisors,Conseillers financiers/conseillères financières,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8
11103,"Securities agents, investment dealers and brokers","Agents/agentes en valeurs, agents/agentes en placements et négociateurs/négociatrices en valeurs",2,2,2,2.3,2.3,2.1,2.1,2.2,2.3,2.3,2.2
11109,Other financial officers,Autres agents financiers/agentes financières,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4
11200,Human resources professionals,Professionnels/professionnelles en ressources humaines,1.2,1.2,1.3,1.4,1.4,1.4,1.5,1.5,1.4,1.5,1.4
11201,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises,2.9,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.4,2.4
11202,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques",0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
12010,"Supervisors, general office and administrative support workers",Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif,2.6,3.1,3.5,3.6,3.5,3.4,3.4,3.2,3.2,3.2,3.1
12011,"Supervisors, finance and insurance office workers",Superviseurs/superviseures de commis de finance et d'assurance,2.2,2.4,2.5,2.6,2.6,2.5,2.4,2.4,2.4,2.3,2.2
12012,"Supervisors, library, correspondence and related information workers","Superviseurs/superviseures de commis de bibliothèque, de correspondanciers et d'autres commis à l'information",2.4,2.4,2.7,2.7,2.7,2.6,2.7,2.6,2.5,2.4,2.5
12013,"Supervisors, supply chain, tracking and scheduling coordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",2,2.1,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2,2
12100,Executive assistants,Adjoints/adjointes de direction,3.2,3.1,3,3,3,3.2,3.2,3.1,3,2.9,2.8
12101,Human resources and recruitment officers,Agents/agentes des ressources humaines et de recrutement,0.9,0.9,1,1,1,1,1,1,1,1,1
12102,Procurement and purchasing agents and officers,Agents/agentes en approvisionnement et aux achats,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.2
12103,Conference and event planners,Planificateurs/planificatrices de congrès et d'événements,1.5,1.5,1.4,1.3,1.4,1.4,1.3,1.3,1.3,1.2,1.2
12104,Employment insurance and revenue officers,Agents/agentes d'assurance-emploi et du revenu,2,2,2,2,2.1,2.1,2.1,2.1,2,1.9,1.9
12110,"Court reporters, medical transcriptionists and related occupations","Sténographes judiciaires, transcripteurs médicaux/transcriptrices médicales et personnel assimilé",5.4,5.4,4.8,4.7,4.4,4.4,4.2,4.1,3.9,3.7,3.5
12111,Health information management occupations,Personnel en gestion de l'information sur la santé,2,2.1,1.9,2.1,2.1,2.1,2,1.9,1.9,1.8,1.6
12112,Records management technicians,Techniciens/techniciennes à la gestion des documents,2.8,3.3,3.2,3.1,3,2.9,2.8,2.7,2.5,2.4,2.2
12113,Statistical officers and related research support occupations,Agents/agentes de statistiques et professions connexes du soutien de la recherche,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.4
12200,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres,3.6,3.5,3.4,3.4,3.4,3.3,3.2,3.1,3,2.9,2.8
12201,Insurance adjusters and claims examiners,Experts/expertes en sinistres et rédacteurs/rédactrices sinistres,1.6,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.5,1.5
12202,Insurance underwriters,Assureurs/assureures,0.8,0.8,0.9,0.9,1,1.1,1.1,1.1,1.1,1.1,1.1
12203,"Assessors, business valuators and appraisers","Estimateurs/estimatrices, évaluateurs/évaluatrices d'entreprise et autres évaluateurs/évaluatrices",1.4,1.3,1.3,1.6,1.7,1.8,1.7,1.8,1.7,1.7,1.6
13100,Administrative officers,Agents/agentes d'administration,2.4,2.4,2.3,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2
13101,Property administrators,Agents/agentes de gestion immobilière,3.4,3.3,3.1,3.1,3,2.9,2.8,2.6,2.5,2.4,2.3
13102,Payroll administrators,Administrateurs/administratrices de la paye,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.5
13110,Administrative assistants,Adjoints administratifs/adjointes administratives,3.3,3.2,3.2,3.1,3.1,3,3,3,2.9,2.8,2.8
13111,Legal administrative assistants,Adjoints administratifs juridiques/adjointes administratives juridiques,2.8,2.8,2.7,2.6,2.6,2.5,2.4,2.4,2.3,2.2,2.2
13112,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.1
13200,"Customs, ship and other brokers","Courtiers/courtières en douanes, courtiers maritimes/courtières maritimes et autres courtiers/courtières",2.6,2.4,2.4,2.3,2.2,2.5,2.5,2.4,2.3,2.2,2
13201,Production and transportation logistics coordinators,Coordonnateurs/coordonnatrices de la logistique de la production et du transport,1.5,1.4,1.5,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.5
14100,General office support workers,Employés/employées de bureau - soutien général,2.4,2.4,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7
14101,Receptionists,Réceptionnistes,2.2,2.2,2.1,2.1,2.1,2,2,2,2,1.9,1.8
14102,Personnel clerks,Commis des services du personnel,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,0.9
14103,Court clerks and related court services occupations,Commis des services judiciaires et autres professions des services judiciaires,2.2,2.4,2.5,2.6,2.5,2.4,2.2,2.2,2.1,2,1.9
14110,Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques,5.4,5.7,5.3,5.2,5,4.8,4.7,4.5,4.4,4.2,4.2
14111,Data entry clerks,Commis à la saisie de données,2.5,2.4,2.3,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2
14112,Desktop publishing operators and related occupations,Opérateurs/opératrices d'équipement d'éditique et personnel assimilé,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14200,Accounting and related clerks,Commis à la comptabilité et personnel assimilé,3,3,3,3,3,3,3,2.9,2.9,2.8,2.7
14201,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers",2,2,2,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2
14202,Collection clerks,Commis de recouvrement,3.7,3.9,4,4.1,4.2,4.3,4.2,4.2,4.2,4,3.8
14300,Library assistants and clerks,Commis et assistants/assistantes dans les bibliothèques,2.8,2.7,2.6,2.8,2.8,2.8,2.8,2.7,2.5,2.4,2.3
14301,"Correspondence, publication and regulatory clerks",Correspondanciers/correspondancières et commis aux publications et aux règlements,2.3,2.5,2.6,2.7,2.8,2.7,2.6,2.4,2.3,2.2,2.3
14400,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires,2.4,2.5,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.3
14401,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces,2.3,2.4,2.3,2.4,2.4,2.4,2.3,2.4,2.3,2.3,2.3
14402,Production logistics workers,Travailleurs/travailleuses de la logistique de la production,1.4,1.5,1.7,1.6,1.8,1.9,2.2,2.1,2.2,2.1,2
14403,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire,1.8,1.8,1.8,1.9,1.8,1.7,1.8,1.9,1.8,1.8,1.8
14404,Dispatchers,Répartiteurs/répartitrices,1.8,1.9,1.9,1.9,2,2,2.1,2,2,2,1.9
14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,1.3,1.4,2.1,1.8,1.8,1.7,1.8,1.8,1.8,2.6,2.8
20010,Engineering managers,Directeurs/directrices des services de génie,3,3,3,3,3,3,2.9,2.9,2.8,2.7,2.7
20011,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences,2.2,2.1,2.3,2.5,2.5,2.4,2.3,2.3,2.3,2.2,2.2
20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1.6,1.5,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.6
21100,Physicists and astronomers,Physiciens/physiciennes et astronomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21101,Chemists,Chimistes,2.6,2.6,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.4,2.3
21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,3.3,3.2,2.9,2.8,2.7,2.6,2.5,2.6,2.6,2.5,2.5
21103,Meteorologists and climatologists,Météorologues et climatologues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21109,Other professional occupations in physical sciences,Autres professionnels/professionnelles des sciences physiques,6.1,5.4,4.9,4.6,4.4,4,3.7,3.5,3.7,4,3.7
21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,0.8,0.7,0.7,0.7,0.8,1,1,1,1,1.1,1
21111,Forestry professionals,Professionnels/professionnelles des sciences forestières,1.4,1.4,1.4,1.4,1.4,1.5,1.7,1.7,1.9,1.8,1.7
21112,"Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture",1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.8,1.6,1.5,1.5
21120,Public and environmental health and safety professionals,Professionnels/professionnelles de la santé et sécurité publique et environnementale,1.3,1.5,1.5,1.6,1.6,1.8,1.7,1.6,1.7,1.8,1.8
21200,Architects,Architectes,1.6,1.5,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5
21201,Landscape architects,Architectes paysagistes,1.1,1,1.2,1.1,1.4,1.2,1.2,1.2,1.2,1.1,1
21202,Urban and land use planners,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,0.5,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.7,0.8
21203,Land surveyors,Arpenteurs-géomètres/arpenteuses-géomètres,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.5,1.4,1.3,1.3
21210,"Mathematicians, statisticians and actuaries","Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires",0.7,1,1,1,0.9,1,1,1,1,0.9,0.9
21211,Data scientists,Scientifiques de données,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5
21220,Cybersecurity specialists,Spécialistes de la cybersécurité,1.4,1.3,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.4
21221,Business systems specialists,Spécialistes des systèmes commerciaux,1.8,1.9,1.9,2.1,2.2,2.3,2.2,2.3,2.1,2.1,2
21222,Information systems specialists,Spécialistes en informatique,2.6,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.4,2.4,2.3
21223,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données,2.4,2.3,2.3,2.2,2.1,2.1,2.1,2,2,2,2
21230,Computer systems developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de systèmes informatiques,1.9,1.9,2,2.1,2.2,2.3,2.3,2.3,2.3,2.4,2.4
21231,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,0.9,1,1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
21232,Software developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de logiciels,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1.1
21233,Web designers,Concepteurs/conceptrices Web,0.9,0.9,0.9,0.9,0.9,0.9,1,1.1,1.2,1.3,1.3
21234,Web developers and programmers,Développeurs/développeuses et programmeurs/programmeuses Web,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8
21300,Civil engineers,Ingénieurs civils/ingénieures civiles,1.6,1.5,1.6,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.7
21301,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes,0.9,0.9,1,1.1,1.2,1.3,1.3,1.4,1.4,1.4,1.4
21310,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,1.3,1.4,1.6,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8
21311,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel),1.1,1.2,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5
21320,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes,1.7,1.6,1.4,1.4,1.4,1.4,1.3,1.4,1.3,1.3,1.3
21321,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication,1.1,1.4,1.5,1.8,2,2.1,2,1.9,1.8,1.8,1.8
21322,Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21330,Mining engineers,Ingénieurs miniers/ingénieures minières,1.3,1.3,1.2,1.2,1.3,1.2,1.2,1.2,1.2,1.1,1.2
21331,Geological engineers,Ingénieurs/ingénieures géologiques,2,1.9,2.1,2,1.9,1.9,1.7,1.6,1.5,1.5,1.4
21332,Petroleum engineers,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,0.8,0.9,0.9,1.1,1.3,1.4,1.5,1.7,1.8,1.8,1.8
21390,Aerospace engineers,Ingénieurs/ingénieures en aérospatiale,2.5,2.3,2.4,3,2.9,2.9,2.8,2.8,2.9,2.9,2.8
21399,Other professional engineers,Autres ingénieurs/ingénieures,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.3,1.3
22100,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie,1.3,1.5,1.7,2,2,1.9,1.9,1.9,1.9,1.9,1.9
22101,Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.5,1.4
22110,Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie,0.7,1,1.2,1.3,1.3,1.3,1.5,1.5,1.4,1.4,1.4
22111,Agricultural and fish products inspectors,Inspecteurs/inspectrices des produits agricoles et de la pêche,1.9,1.8,2.2,2.4,2.3,2.3,2.8,2.7,2.7,2.9,2.9
22112,Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières,1.6,1.5,1.5,1.5,1.5,1.6,1.7,1.6,1.7,1.7,1.7
22113,Conservation and fishery officers,Techniciens/techniciennes du milieu naturel et de la pêche,1.8,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8
22114,Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture,2.1,2.2,2.2,2.1,2.2,2.1,2.1,2,1.9,1.9,1.9
22210,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,1.1,1.2,1.1,1.1,1.4,1.4,1.4,1.4,1.3,1.3,1.3
22211,Industrial designers,Designers industriels/designers industrielles,1.5,1.5,1.4,1.3,1.4,1.5,1.4,1.4,1.5,1.5,1.6
22212,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.5,1.5,1.5,1.5
22213,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.1
22214,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,0.8,0.9,1,1,1,1.1,1,1.1,1.2,1.2,1.1
22220,Computer network and web technicians,Techniciens/techniciennes de réseau informatique et Web,1.8,1.9,2.1,2.1,2.2,2.4,2.4,2.5,2.5,2.4,2.5
22221,User support technicians,Agents/agentes de soutien aux utilisateurs,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6
22222,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques,0.6,0.5,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7
22230,Non-destructive testers and inspectors,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,3.5,3.5,3.1,3.1,3.3,3.2,3.2,3.2,3,3,2.9
22231,Engineering inspectors and regulatory officers,Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation,3,2.9,2.7,2.5,2.6,2.6,2.5,2.3,2.2,2.2,2.1
22232,Occupational health and safety specialists,Spécialistes de l'hygiène et de la sécurité au travail,2.7,2.6,2.5,2.5,2.4,2.3,2.4,2.3,2.3,2.3,2.2
22233,Construction inspectors,Inspecteurs/inspectrices en construction,2.6,2.7,2.7,2.6,2.5,2.4,2.3,2.3,2.3,2.2,2.1
22300,Civil engineering technologists and technicians,Technologues et techniciens/techniciennes en génie civil,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.3,1.2,1.2
22301,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique,1.8,1.8,1.7,1.7,1.8,1.9,1.9,1.9,1.9,1.9,1.8
22302,Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication,2.2,2.1,2.1,1.9,2,2.1,2,2,1.8,1.8,1.8
22303,Construction estimators,Estimateurs/estimatrices en construction,2.2,2.2,2,1.9,2,1.9,1.8,1.9,1.9,1.8,1.8
22310,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électrique et électronique,3,3.1,2.9,2.9,2.8,2.7,2.7,2.7,2.6,2.6,2.6
22311,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),2.9,2.8,2.6,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3
22312,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.9,1
22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",2.7,2.7,2.7,3.2,3.2,3.1,2.9,2.7,2.6,2.7,2.8
30010,Managers in health care,Directeurs/directrices des soins de santé,1.7,1.8,2,2.1,2.2,2.2,2.2,2.2,2.2,2.1,2.1
31100,Specialists in clinical and laboratory medicine,Spécialistes en médecine clinique et de laboratoire,2,2.1,2.1,2,1.9,1.9,1.8,1.8,1.8,1.8,1.8
31101,Specialists in surgery,Spécialistes en chirurgie,1.7,1.6,1.7,1.7,1.8,1.8,1.9,1.8,1.8,1.7,1.6
31102,General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,2.1,2,2,1.9,1.8,1.8,1.7,1.7,1.6,1.5,1.5
31103,Veterinarians,Vétérinaires,1.7,1.7,1.6,1.6,1.8,1.8,2,2,1.9,1.8,1.7
31110,Dentists,Dentistes,3.8,3.6,3.5,3.3,3.2,3.1,3,2.9,2.7,2.5,2.3
31111,Optometrists,Optométristes,4.6,4.4,4.3,3.9,3.6,3.3,3.2,3.2,3,2.9,2.9
31112,Audiologists and speech-language pathologists,Audiologistes et orthophonistes,1.2,1.1,1.3,1.3,1.3,1.5,1.5,1.5,1.4,1.4,1.5
31120,Pharmacists,Pharmaciens/pharmaciennes,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.5,1.4
31121,Dietitians and nutritionists,Diététistes et nutritionnistes,1.6,1.6,1.6,1.5,1.5,1.8,1.9,1.8,1.7,1.7,1.7
31200,Psychologists,Psychologues,2.9,2.9,2.8,2.6,2.4,2.3,2.2,2.1,2,1.9,1.8
31201,Chiropractors,Chiropraticiens/chiropraticiennes,1.7,1.7,1.6,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.4
31202,Physiotherapists,Physiothérapeutes,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8
31203,Occupational therapists,Ergothérapeutes,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.9,0.9,0.9
31204,Kinesiologists and other professional occupations in therapy and assessment,Kinésiologues et autres professionnels/professionnelles en thérapie et en diagnostic,0.9,0.9,1,1.1,1.1,1.1,1.3,1.3,1.2,1.2,1.2
31209,Other professional occupations in health diagnosing and treating,Autres professionnels/professionnelles en diagnostic et en traitement de la santé,1.3,1.6,1.5,1.4,1.3,1.5,1.4,1.4,1.4,1.4,1.4
31300,Nursing coordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,2,2.1,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1
31301,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4
31302,Nurse practitioners,Infirmiers praticiens/infirmières praticiennes,1.9,1.8,1.8,1.8,1.9,1.7,1.7,1.7,1.7,1.7,1.6
31303,"Physician assistants, midwives and allied health professionals","Adjoints au médecin, sages-femmes et professionnels paramédicaux",1.1,1,1,0.9,0.9,0.9,0.9,0.8,0.9,1,0.9
32100,Opticians,Opticiens/opticiennes d'ordonnances,2.2,1.9,1.9,1.9,1.9,1.8,1.7,1.7,1.8,1.9,1.7
32101,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,1.2,1.3,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
