Code,Occupation Name,Nom de la profession,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
14103,Court clerks and related court services occupations,Commis des services judiciaires et autres professions des services judiciaires,0,0,0,0,0,0,0,0,0,0,0
14110,Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques,0,100,100,100,100,100,100,100,100,100,100
14111,Data entry clerks,Commis à la saisie de données,400,400,400,400,400,400,400,400,400,400,400
14112,Desktop publishing operators and related occupations,Opérateurs/opératrices d'équipement d'éditique et personnel assimilé,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14200,Accounting and related clerks,Commis à la comptabilité et personnel assimilé,1600,1600,1800,1800,1800,1800,1800,1800,1800,1800,1700
14201,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers",400,400,500,500,500,500,500,500,500,400,400
14202,Collection clerks,Commis de recouvrement,200,200,200,200,200,200,200,200,200,200,200
14300,Library assistants and clerks,Commis et assistants/assistantes dans les bibliothèques,100,100,100,100,100,100,100,100,100,100,100
14301,"Correspondence, publication and regulatory clerks",Correspondanciers/correspondancières et commis aux publications et aux règlements,200,200,200,200,200,200,200,200,200,200,200
14400,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500,1500
14401,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces,100,100,100,100,100,100,100,100,100,100,100
14402,Production logistics workers,Travailleurs/travailleuses de la logistique de la production,0,100,100,100,100,100,100,100,100,100,100
14403,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire,400,400,400,400,400,400,400,400,400,400,400
14404,Dispatchers,Répartiteurs/répartitrices,200,200,300,300,300,300,300,300,300,300,300
14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,0,100,100,100,100,100,100,100,100,100,100
20010,Engineering managers,Directeurs/directrices des services de génie,500,500,600,600,600,600,600,600,600,600,600
20011,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences,200,200,200,200,200,200,200,200,200,200,200
20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,2700,2400,2600,2700,2700,2700,2700,2700,2700,2700,2700
21100,Physicists and astronomers,Physiciens/physiciennes et astronomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21101,Chemists,Chimistes,300,300,300,300,300,300,300,300,300,300,300
21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,100,100,200,200,200,200,200,200,200,200,200
21103,Meteorologists and climatologists,Météorologues et climatologues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21109,Other professional occupations in physical sciences,Autres professionnels/professionnelles des sciences physiques,0,100,100,100,100,100,100,100,100,100,100
21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,700,400,400,400,400,400,400,400,400,400,400
21111,Forestry professionals,Professionnels/professionnelles des sciences forestières,0,0,0,0,0,0,0,0,0,0,0
21112,"Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture",0,0,0,0,0,0,0,0,0,0,0
21120,Public and environmental health and safety professionals,Professionnels/professionnelles de la santé et sécurité publique et environnementale,100,100,100,100,100,100,100,100,100,100,100
21200,Architects,Architectes,500,400,400,500,500,500,500,500,500,500,500
21201,Landscape architects,Architectes paysagistes,0,0,0,0,0,0,0,0,0,0,0
21202,Urban and land use planners,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,200,100,200,200,200,200,200,200,200,100,100
21203,Land surveyors,Arpenteurs-géomètres/arpenteuses-géomètres,100,100,100,100,100,100,100,100,100,100,100
21210,"Mathematicians, statisticians and actuaries","Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires",300,200,200,200,200,200,200,200,200,200,200
21211,Data scientists,Scientifiques de données,2200,500,600,600,600,600,600,600,600,600,600
21220,Cybersecurity specialists,Spécialistes de la cybersécurité,1100,500,600,600,600,600,600,600,600,600,600
21221,Business systems specialists,Spécialistes des systèmes commerciaux,1400,1200,1400,1500,1500,1500,1500,1500,1500,1500,1500
21222,Information systems specialists,Spécialistes en informatique,7400,7900,8800,9100,9100,9100,9000,9000,9000,9000,8900
21223,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données,1300,1600,1700,1800,1800,1800,1700,1700,1700,1700,1700
21230,Computer systems developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de systèmes informatiques,800,1100,1200,1300,1300,1300,1300,1300,1300,1200,1200
21231,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,6400,5100,5900,6100,6100,6200,6200,6200,6200,6300,6300
21232,Software developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de logiciels,6600,6600,7400,7800,8000,8200,8400,8600,8800,8900,9100
21233,Web designers,Concepteurs/conceptrices Web,300,300,300,300,300,300,300,300,300,300,300
21234,Web developers and programmers,Développeurs/développeuses et programmeurs/programmeuses Web,1100,700,800,800,800,800,800,800,800,800,800
21300,Civil engineers,Ingénieurs civils/ingénieures civiles,1000,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
21301,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes,1000,1000,1100,1100,1100,1000,1000,1000,1000,1000,1000
21310,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,1000,900,1000,1100,1100,1100,1100,1100,1100,1100,1100
21311,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel),1000,900,1000,1000,1000,1000,1000,900,900,900,900
21320,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes,300,200,200,200,200,200,200,200,200,200,200
21321,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication,700,500,500,500,500,500,500,500,500,500,500
21322,Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21330,Mining engineers,Ingénieurs miniers/ingénieures minières,100,100,100,100,100,100,100,100,100,100,100
21331,Geological engineers,Ingénieurs/ingénieures géologiques,100,100,100,100,100,100,100,100,100,100,100
21332,Petroleum engineers,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,300,200,200,200,200,200,200,200,200,200,200
21390,Aerospace engineers,Ingénieurs/ingénieures en aérospatiale,100,100,100,100,100,100,100,100,100,100,100
21399,Other professional engineers,Autres ingénieurs/ingénieures,800,600,700,700,700,700,700,700,700,700,700
22100,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie,300,400,400,400,400,400,400,400,400,400,400
22101,Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie,100,100,100,100,100,100,100,100,100,100,100
22110,Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie,100,100,100,100,100,100,100,100,100,100,100
22111,Agricultural and fish products inspectors,Inspecteurs/inspectrices des produits agricoles et de la pêche,0,0,0,0,0,0,0,0,0,0,0
22112,Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières,0,0,0,0,0,0,0,0,0,0,0
22113,Conservation and fishery officers,Techniciens/techniciennes du milieu naturel et de la pêche,0,0,0,0,0,0,0,0,0,0,0
22114,Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture,100,100,100,100,100,100,100,100,100,100,100
22210,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,200,200,200,200,200,200,200,200,200,200,200
22211,Industrial designers,Designers industriels/designers industrielles,200,200,200,200,200,200,200,200,200,200,200
22212,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,500,400,500,500,500,500,500,500,500,500,500
22213,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,0,0,0,0,0,0,0,0,0,0,0
22214,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,100,100,100,100,100,100,100,100,100,100,100
22220,Computer network and web technicians,Techniciens/techniciennes de réseau informatique et Web,700,900,1000,1000,1000,1000,1000,1000,1000,1000,1000
22221,User support technicians,Agents/agentes de soutien aux utilisateurs,2700,2500,2800,2900,2900,3000,3000,3100,3100,3200,3300
22222,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques,600,600,600,600,600,600,600,600,600,600,600
22230,Non-destructive testers and inspectors,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,0,0,100,100,100,100,100,100,100,100,100
22231,Engineering inspectors and regulatory officers,Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation,100,100,100,100,100,100,100,100,100,100,100
22232,Occupational health and safety specialists,Spécialistes de l'hygiène et de la sécurité au travail,200,200,200,200,200,200,200,200,200,200,200
22233,Construction inspectors,Inspecteurs/inspectrices en construction,100,100,100,100,100,100,100,100,100,100,100
22300,Civil engineering technologists and technicians,Technologues et techniciens/techniciennes en génie civil,300,200,300,300,300,300,300,300,300,300,300
22301,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique,300,300,300,300,300,300,300,300,300,300,300
22302,Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication,400,300,400,400,400,400,400,400,400,400,400
22303,Construction estimators,Estimateurs/estimatrices en construction,200,200,300,300,300,300,300,300,300,300,300
22310,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électrique et électronique,300,300,300,300,300,300,300,300,300,300,300
22311,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),500,500,500,600,600,500,500,500,500,500,500
22312,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,0,0,0,0,0,0,0,0,0,0,0
22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",0,0,0,0,0,0,0,0,0,0,0
30010,Managers in health care,Directeurs/directrices des soins de santé,300,300,300,300,300,300,300,300,300,300,300
31100,Specialists in clinical and laboratory medicine,Spécialistes en médecine clinique et de laboratoire,300,400,400,400,400,400,400,400,400,400,400
31101,Specialists in surgery,Spécialistes en chirurgie,0,100,100,100,100,100,100,100,100,100,100
31102,General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,600,600,700,700,700,700,700,700,700,700,700
31103,Veterinarians,Vétérinaires,100,100,100,100,100,100,100,100,100,100,100
31110,Dentists,Dentistes,200,200,200,200,200,200,200,200,200,200,200
31111,Optometrists,Optométristes,0,0,0,0,0,0,0,0,0,0,0
31112,Audiologists and speech-language pathologists,Audiologistes et orthophonistes,100,100,100,100,100,100,100,100,100,100,100
31120,Pharmacists,Pharmaciens/pharmaciennes,600,600,700,700,700,600,600,600,600,600,600
31121,Dietitians and nutritionists,Diététistes et nutritionnistes,100,100,100,100,100,100,100,100,100,100,100
31200,Psychologists,Psychologues,100,100,100,100,100,100,100,100,100,100,100
31201,Chiropractors,Chiropraticiens/chiropraticiennes,0,0,0,0,0,0,0,0,0,0,0
31202,Physiotherapists,Physiothérapeutes,400,400,400,400,400,400,400,400,400,400,400
31203,Occupational therapists,Ergothérapeutes,100,100,100,100,100,100,100,100,100,100,100
31204,Kinesiologists and other professional occupations in therapy and assessment,Kinésiologues et autres professionnels/professionnelles en thérapie et en diagnostic,0,0,0,0,0,0,0,0,0,0,0
31209,Other professional occupations in health diagnosing and treating,Autres professionnels/professionnelles en diagnostic et en traitement de la santé,0,0,0,0,0,0,0,0,0,0,0
31300,Nursing coordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,100,200,200,200,200,200,200,200,200,200,200
31301,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,2000,2000,2200,2200,2200,2200,2200,2200,2200,2200,2200
31302,Nurse practitioners,Infirmiers praticiens/infirmières praticiennes,0,0,0,0,0,0,0,0,0,0,0
31303,"Physician assistants, midwives and allied health professionals","Adjoints au médecin, sages-femmes et professionnels paramédicaux",100,100,100,100,100,100,100,100,100,100,100
32100,Opticians,Opticiens/opticiennes d'ordonnances,100,100,100,100,100,100,100,100,100,100,100
32101,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,500,600,700,700,700,700,700,700,700,700,700
32102,Paramedical occupations,Personnel ambulancier et paramédical,100,100,100,100,100,100,100,100,100,100,100
32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires",0,0,0,0,0,0,0,0,0,0,0
32104,Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires,100,100,200,200,200,200,200,200,200,200,200
32109,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic,300,300,300,400,400,400,400,400,400,400,300
32110,Denturists,Denturologistes,0,0,0,0,0,0,0,0,0,0,0
32111,Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires,100,100,100,100,100,100,100,100,100,100,100
32112,Dental technologists and technicians,Technologues et techniciens/techniciennes dentaires,100,100,100,100,100,100,100,100,100,100,100
32120,Medical laboratory technologists,Technologues de laboratoires médicaux,100,100,100,100,100,100,100,100,100,100,100
32121,Medical radiation technologists,Technologues en radiation médicale,100,100,100,100,100,100,100,100,100,100,100
32122,Medical sonographers,Technologues en échographie,0,0,0,0,0,0,0,0,0,0,0
32123,Cardiology technologists and electrophysiological diagnostic technologists,Technologues en cardiologie et technologues en électrophysiologie diagnostique,0,0,0,0,0,0,0,0,0,0,0
32124,Pharmacy technicians,Techniciens/techniciennes en pharmacie,200,200,200,200,200,200,200,200,200,200,200
32129,Other medical technologists and technicians,Autres technologues et techniciens/techniciennes des sciences de la santé,0,100,100,100,100,100,100,100,100,100,100
32200,Traditional Chinese medicine practitioners and acupuncturists,Praticiens/praticiennes en médecine traditionnelle chinoise et acupuncteurs/acupunctrices,0,300,400,400,400,400,400,400,400,400,400
32201,Massage therapists,Massothérapeutes,300,200,300,300,300,300,300,300,200,200,200
32209,Other practitioners of natural healing,Autres praticiens/praticiennes des médecines douces,0,100,100,100,100,100,100,100,100,100,100
33100,Dental assistants and dental laboratory assistants,Assistants/assistantes dentaires et auxiliaires dans les laboratoires dentaires,500,500,600,600,600,600,600,600,600,500,500
33101,Medical laboratory assistants and related technical occupations,Assistants/assistantes de laboratoires médicaux et préposés/préposées techniques reliés,300,200,300,300,300,300,300,300,300,300,300
33102,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires",5200,5500,6100,6300,6300,6400,6400,6400,6500,6500,6500
33103,Pharmacy technical assistants and pharmacy assistants,Assistants techniques/assistantes techniques en pharmacie et assistants/assistantes en pharmacie,600,500,600,600,600,600,600,600,600,600,600
33109,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé,300,300,300,300,300,300,300,300,300,300,300
40010,Government managers - health and social policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé,0,0,0,0,0,0,0,0,0,0,0
40011,"Government managers - economic analysis, policy development and program administration","Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes",100,0,0,0,0,0,0,0,0,0,0
40012,Government managers - education policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40019,Other managers in public administration,Autres gestionnaires de la fonction publique,0,0,0,0,0,0,0,0,0,0,0
40020,Administrators - post-secondary education and vocational training,Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle,100,200,200,200,200,200,200,200,200,200,200
40021,School principals and administrators of elementary and secondary education,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,100,100,100,100,100,100,100,100,100,100,100
40030,"Managers in social, community and correctional services","Directeurs/directrices des services sociaux, communautaires et correctionnels",300,200,300,300,300,300,300,300,300,300,300
40040,Commissioned police officers and related occupations in public protection services,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40041,Fire chiefs and senior firefighting officers,Chefs et officiers supérieurs/officières supérieures des services d'incendie,0,0,0,0,0,0,0,0,0,0,0
40042,Commissioned officers of the Canadian Armed Forces,Officiers/officières de direction des Forces armées canadiennes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41100,Judges,Juges,0,0,0,0,0,0,0,0,0,0,0
41101,Lawyers and Quebec notaries,Avocats/avocates (partout au Canada) et notaires (au Québec),500,400,400,400,400,400,400,400,400,400,400
41200,University professors and lecturers,Professeurs/professeures et chargés/chargées de cours au niveau universitaire,1700,1600,1800,1800,1800,1800,1800,1800,1800,1800,1800
41201,Post-secondary teaching and research assistants,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire,800,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
41210,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
41220,Secondary school teachers,Enseignants/enseignantes au niveau secondaire,500,500,500,500,500,500,500,500,500,500,500
41221,Elementary school and kindergarten teachers,Enseignants/enseignantes aux niveaux primaire et préscolaire,800,900,1000,1000,1000,1000,1000,1000,1000,1000,1000
41300,Social workers,Travailleurs sociaux/travailleuses sociales,300,300,300,300,300,300,300,300,300,300,300
41301,Therapists in counselling and related specialized therapies,Thérapeutes en counseling et thérapies spécialisées connexes,400,400,500,500,500,500,500,500,500,500,500
41302,Religious leaders,Chefs religieux,200,300,300,300,300,300,300,300,300,300,300
