Code,Occupation Name,Nom de la profession,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
12101,Human resources and recruitment officers,Agents/agentes des ressources humaines et de recrutement,N/A,1800,1900,2000,2000,2100,2100,2100,2200,2200,2200
12102,Procurement and purchasing agents and officers,Agents/agentes en approvisionnement et aux achats,N/A,4200,4300,4400,4400,4400,4400,4500,4500,4500,4600
12103,Conference and event planners,Planificateurs/planificatrices de congrès et d'événements,N/A,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
12104,Employment insurance and revenue officers,Agents/agentes d'assurance-emploi et du revenu,N/A,2300,2400,2400,2400,2400,2400,2500,2500,2500,2500
12110,"Court reporters, medical transcriptionists and related occupations","Sténographes judiciaires, transcripteurs médicaux/transcriptrices médicales et personnel assimilé",N/A,600,600,600,600,600,600,600,600,600,600
12111,Health information management occupations,Personnel en gestion de l'information sur la santé,N/A,300,300,300,300,300,300,300,300,300,300
12112,Records management technicians,Techniciens/techniciennes à la gestion des documents,N/A,400,400,400,400,400,400,400,400,500,500
12113,Statistical officers and related research support occupations,Agents/agentes de statistiques et professions connexes du soutien de la recherche,N/A,200,200,200,200,200,200,200,300,300,300
12200,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres,N/A,10900,11100,11100,11100,11100,11200,11200,11200,11300,11400
12201,Insurance adjusters and claims examiners,Experts/expertes en sinistres et rédacteurs/rédactrices sinistres,N/A,2400,2500,2500,2500,2500,2500,2500,2500,2600,2600
12202,Insurance underwriters,Assureurs/assureures,N/A,900,900,900,1000,1000,1000,1000,1000,1000,1000
12203,"Assessors, business valuators and appraisers","Estimateurs/estimatrices, évaluateurs/évaluatrices d'entreprise et autres évaluateurs/évaluatrices",N/A,500,500,500,500,500,600,600,600,600,600
13100,Administrative officers,Agents/agentes d'administration,N/A,9300,9600,9700,9700,9700,9800,9800,9900,10000,10000
13101,Property administrators,Agents/agentes de gestion immobilière,N/A,2600,2700,2700,2700,2700,2700,2700,2700,2700,2700
13102,Payroll administrators,Administrateurs/administratrices de la paye,N/A,2900,2900,3000,3000,3000,3000,3000,3000,3100,3100
13110,Administrative assistants,Adjoints administratifs/adjointes administratives,N/A,10600,10900,10900,11000,10900,11000,11000,11000,11000,11000
13111,Legal administrative assistants,Adjoints administratifs juridiques/adjointes administratives juridiques,N/A,2400,2500,2500,2500,2500,2500,2600,2600,2600,2600
13112,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales,N/A,3900,4000,4100,4100,4200,4200,4300,4300,4400,4400
13200,"Customs, ship and other brokers","Courtiers/courtières en douanes, courtiers maritimes/courtières maritimes et autres courtiers/courtières",N/A,400,400,400,400,400,400,400,400,400,400
13201,Production and transportation logistics coordinators,Coordonnateurs/coordonnatrices de la logistique de la production et du transport,N/A,1200,1300,1300,1300,1300,1300,1300,1300,1400,1400
14100,General office support workers,Employés/employées de bureau - soutien général,N/A,3800,3900,3900,3800,3700,3700,3600,3500,3500,3400
14101,Receptionists,Réceptionnistes,N/A,5300,5300,5200,5200,5100,5100,5100,5000,5000,5000
14102,Personnel clerks,Commis des services du personnel,N/A,300,400,400,400,400,400,400,400,400,400
14103,Court clerks and related court services occupations,Commis des services judiciaires et autres professions des services judiciaires,N/A,400,400,400,400,400,400,400,400,400,400
14110,Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques,N/A,400,400,400,400,300,300,300,300,300,300
14111,Data entry clerks,Commis à la saisie de données,N/A,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200
14112,Desktop publishing operators and related occupations,Opérateurs/opératrices d'équipement d'éditique et personnel assimilé,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14200,Accounting and related clerks,Commis à la comptabilité et personnel assimilé,N/A,6400,6600,6700,6700,6700,6700,6800,6800,6800,6800
14201,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers",N/A,900,900,900,800,800,800,800,800,800,800
14202,Collection clerks,Commis de recouvrement,N/A,500,500,500,500,500,500,500,500,500,500
14300,Library assistants and clerks,Commis et assistants/assistantes dans les bibliothèques,N/A,600,600,600,600,600,600,600,600,600,600
14301,"Correspondence, publication and regulatory clerks",Correspondanciers/correspondancières et commis aux publications et aux règlements,N/A,800,800,800,800,700,700,700,700,700,700
14400,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires,N/A,4200,4300,4300,4200,4200,4200,4200,4100,4100,4100
14401,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces,N/A,700,700,700,700,700,700,600,600,600,600
14402,Production logistics workers,Travailleurs/travailleuses de la logistique de la production,N/A,100,100,100,100,100,100,100,100,100,100
14403,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire,N/A,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
14404,Dispatchers,Répartiteurs/répartitrices,N/A,1200,1300,1300,1300,1300,1300,1300,1300,1400,1400
14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,N/A,100,100,100,100,100,100,100,100,100,100
20010,Engineering managers,Directeurs/directrices des services de génie,N/A,1600,1700,1700,1700,1700,1700,1700,1700,1700,1700
20011,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences,N/A,700,700,700,700,700,700,700,700,700,700
20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,N/A,7700,8000,8100,8100,8100,8100,8100,8200,8200,8200
21100,Physicists and astronomers,Physiciens/physiciennes et astronomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21101,Chemists,Chimistes,N/A,400,500,500,500,500,500,500,500,500,500
21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,N/A,400,400,400,400,400,400,400,400,400,400
21103,Meteorologists and climatologists,Météorologues et climatologues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21109,Other professional occupations in physical sciences,Autres professionnels/professionnelles des sciences physiques,N/A,100,100,100,100,100,100,100,100,100,100
21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,N/A,600,600,600,600,700,700,700,700,700,700
21111,Forestry professionals,Professionnels/professionnelles des sciences forestières,N/A,100,100,100,100,100,100,100,100,100,100
21112,"Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture",N/A,200,200,200,200,200,200,200,200,200,200
21120,Public and environmental health and safety professionals,Professionnels/professionnelles de la santé et sécurité publique et environnementale,N/A,400,400,400,400,400,400,500,500,500,500
21200,Architects,Architectes,N/A,700,800,800,800,800,800,800,800,800,800
21201,Landscape architects,Architectes paysagistes,N/A,100,100,100,100,100,100,100,100,100,100
21202,Urban and land use planners,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,N/A,600,600,600,600,600,600,700,700,700,700
21203,Land surveyors,Arpenteurs-géomètres/arpenteuses-géomètres,N/A,100,100,100,100,100,100,100,100,100,100
21210,"Mathematicians, statisticians and actuaries","Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires",N/A,500,500,500,500,600,600,600,600,600,600
21211,Data scientists,Scientifiques de données,N/A,1000,1100,1200,1200,1200,1200,1300,1300,1300,1300
21220,Cybersecurity specialists,Spécialistes de la cybersécurité,N/A,1700,1800,1800,1800,1900,1900,1900,1900,2000,2000
21221,Business systems specialists,Spécialistes des systèmes commerciaux,N/A,1800,1900,2000,2100,2100,2100,2100,2200,2200,2200
21222,Information systems specialists,Spécialistes en informatique,N/A,14700,15700,16000,16100,16200,16300,16300,16400,16500,16600
21223,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données,N/A,2900,3100,3200,3300,3400,3400,3500,3500,3600,3700
21230,Computer systems developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de systèmes informatiques,N/A,1400,1600,1600,1600,1600,1600,1700,1700,1700,1700
21231,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,N/A,5000,5800,6000,6100,6100,6200,6200,6300,6300,6400
21232,Software developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de logiciels,N/A,7600,8500,9100,9400,9800,10200,10500,10900,11200,11600
21233,Web designers,Concepteurs/conceptrices Web,N/A,400,400,400,400,400,400,400,400,400,400
21234,Web developers and programmers,Développeurs/développeuses et programmeurs/programmeuses Web,N/A,600,700,800,800,800,800,900,900,900,900
21300,Civil engineers,Ingénieurs civils/ingénieures civiles,N/A,2400,2600,2600,2600,2600,2600,2700,2700,2700,2700
21301,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes,N/A,1100,1300,1300,1400,1400,1400,1500,1500,1500,1600
21310,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,N/A,1400,1500,1600,1600,1600,1600,1600,1700,1700,1700
21311,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel),N/A,1500,1600,1600,1700,1700,1700,1700,1700,1700,1700
21320,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes,N/A,400,500,500,500,500,500,500,500,500,500
21321,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication,N/A,600,700,700,700,700,700,700,700,700,700
21322,Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21330,Mining engineers,Ingénieurs miniers/ingénieures minières,N/A,200,200,200,200,200,200,200,200,200,200
21331,Geological engineers,Ingénieurs/ingénieures géologiques,N/A,200,200,200,200,200,200,200,200,200,200
21332,Petroleum engineers,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,N/A,400,400,300,300,300,300,300,300,200,200
21390,Aerospace engineers,Ingénieurs/ingénieures en aérospatiale,N/A,200,200,200,200,200,200,200,200,200,200
21399,Other professional engineers,Autres ingénieurs/ingénieures,N/A,1600,1700,1700,1700,1700,1800,1800,1800,1800,1800
22100,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie,N/A,1100,1200,1200,1200,1200,1200,1200,1200,1300,1300
22101,Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie,N/A,400,300,400,300,300,300,300,300,300,300
22110,Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie,N/A,100,100,100,100,100,100,100,100,100,100
22111,Agricultural and fish products inspectors,Inspecteurs/inspectrices des produits agricoles et de la pêche,N/A,100,100,100,100,100,100,100,100,100,100
22112,Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières,N/A,200,200,200,200,200,200,200,200,200,200
22113,Conservation and fishery officers,Techniciens/techniciennes du milieu naturel et de la pêche,N/A,100,100,100,100,100,100,100,100,100,100
22114,Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture,N/A,600,600,600,600,600,600,600,600,600,600
22210,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,N/A,200,200,200,200,200,200,200,200,200,300
22211,Industrial designers,Designers industriels/designers industrielles,N/A,200,300,300,300,300,300,300,300,300,300
22212,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,N/A,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
22213,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,N/A,300,300,300,300,300,400,400,400,400,400
22214,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,N/A,400,400,400,400,400,400,400,400,400,400
22220,Computer network and web technicians,Techniciens/techniciennes de réseau informatique et Web,N/A,1300,1300,1400,1300,1300,1300,1300,1300,1300,1300
22221,User support technicians,Agents/agentes de soutien aux utilisateurs,N/A,4500,4900,5000,5100,5200,5300,5400,5500,5700,5800
22222,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques,N/A,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400
22230,Non-destructive testers and inspectors,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,N/A,200,200,200,200,200,200,200,200,200,200
22231,Engineering inspectors and regulatory officers,Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation,N/A,300,300,300,300,300,300,300,300,300,300
22232,Occupational health and safety specialists,Spécialistes de l'hygiène et de la sécurité au travail,N/A,1800,1800,1800,1800,1800,1800,1900,1900,1900,1900
22233,Construction inspectors,Inspecteurs/inspectrices en construction,N/A,1200,1300,1300,1300,1300,1300,1300,1300,1300,1300
22300,Civil engineering technologists and technicians,Technologues et techniciens/techniciennes en génie civil,N/A,800,800,800,800,800,800,800,800,800,800
22301,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique,N/A,800,900,900,900,900,900,900,900,900,900
22302,Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication,N/A,800,800,800,800,800,800,900,900,900,900
22303,Construction estimators,Estimateurs/estimatrices en construction,N/A,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
22310,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électrique et électronique,N/A,1200,1300,1300,1300,1300,1300,1300,1300,1300,1300
22311,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),N/A,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
22312,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,N/A,300,300,300,300,300,300,300,300,300,300
22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",N/A,200,200,200,200,200,200,200,200,200,200
30010,Managers in health care,Directeurs/directrices des soins de santé,N/A,2700,2700,2700,2700,2700,2800,2800,2800,2800,2800
31100,Specialists in clinical and laboratory medicine,Spécialistes en médecine clinique et de laboratoire,N/A,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300
31101,Specialists in surgery,Spécialistes en chirurgie,N/A,500,500,500,500,500,500,500,500,500,500
31102,General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,N/A,2500,2600,2600,2600,2600,2600,2600,2600,2600,2600
31103,Veterinarians,Vétérinaires,N/A,700,700,700,800,800,800,800,800,800,800
31110,Dentists,Dentistes,N/A,800,800,800,800,800,900,900,900,900,900
31111,Optometrists,Optométristes,N/A,400,500,500,500,500,500,500,500,500,500
31112,Audiologists and speech-language pathologists,Audiologistes et orthophonistes,N/A,1000,1000,1000,1000,1000,1100,1100,1100,1100,1100
31120,Pharmacists,Pharmaciens/pharmaciennes,N/A,2400,2500,2500,2400,2400,2400,2400,2400,2400,2400
31121,Dietitians and nutritionists,Diététistes et nutritionnistes,N/A,600,600,600,600,600,600,600,600,600,700
31200,Psychologists,Psychologues,N/A,1400,1400,1500,1500,1500,1500,1500,1500,1500,1500
31201,Chiropractors,Chiropraticiens/chiropraticiennes,N/A,400,400,400,400,400,400,400,400,400,400
31202,Physiotherapists,Physiothérapeutes,N/A,1800,1900,2000,2000,2000,2000,2100,2100,2100,2100
31203,Occupational therapists,Ergothérapeutes,N/A,900,1000,1000,1000,1000,1100,1100,1100,1100,1100
31204,Kinesiologists and other professional occupations in therapy and assessment,Kinésiologues et autres professionnels/professionnelles en thérapie et en diagnostic,N/A,400,400,400,400,400,400,400,500,500,500
31209,Other professional occupations in health diagnosing and treating,Autres professionnels/professionnelles en diagnostic et en traitement de la santé,N/A,400,400,400,400,400,400,500,500,500,500
31300,Nursing coordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,N/A,1600,1600,1600,1700,1700,1700,1700,1700,1700,1800
31301,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,N/A,14900,15300,15500,15600,15800,16000,16200,16400,16700,17000
31302,Nurse practitioners,Infirmiers praticiens/infirmières praticiennes,N/A,300,300,300,300,300,300,300,300,300,300
31303,"Physician assistants, midwives and allied health professionals","Adjoints au médecin, sages-femmes et professionnels paramédicaux",N/A,200,200,200,200,200,300,300,300,300,300
32100,Opticians,Opticiens/opticiennes d'ordonnances,N/A,600,600,600,600,600,600,600,600,600,600
32101,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,N/A,2600,2700,2700,2700,2800,2800,2800,2900,2900,2900
32102,Paramedical occupations,Personnel ambulancier et paramédical,N/A,1900,2000,2000,2100,2100,2200,2200,2200,2300,2300
32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires",N/A,600,600,600,600,600,600,600,600,700,700
32104,Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires,N/A,1200,1200,1200,1200,1200,1200,1200,1200,1200,1300
32109,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic,N/A,1100,1100,1200,1200,1200,1200,1200,1300,1300,1300
32110,Denturists,Denturologistes,N/A,100,100,100,100,100,100,100,100,100,100
32111,Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires,N/A,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600
32112,Dental technologists and technicians,Technologues et techniciens/techniciennes dentaires,N/A,300,300,300,300,300,300,300,300,300,300
32120,Medical laboratory technologists,Technologues de laboratoires médicaux,N/A,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
32121,Medical radiation technologists,Technologues en radiation médicale,N/A,1400,1500,1500,1500,1500,1500,1500,1500,1600,1600
32122,Medical sonographers,Technologues en échographie,N/A,600,600,600,600,600,600,600,600,600,600
32123,Cardiology technologists and electrophysiological diagnostic technologists,Technologues en cardiologie et technologues en électrophysiologie diagnostique,N/A,200,200,200,200,200,200,200,200,200,200
32124,Pharmacy technicians,Techniciens/techniciennes en pharmacie,N/A,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400
32129,Other medical technologists and technicians,Autres technologues et techniciens/techniciennes des sciences de la santé,N/A,200,200,200,200,200,200,300,300,300,300
32200,Traditional Chinese medicine practitioners and acupuncturists,Praticiens/praticiennes en médecine traditionnelle chinoise et acupuncteurs/acupunctrices,N/A,400,400,400,400,400,400,400,400,400,400
32201,Massage therapists,Massothérapeutes,N/A,2100,2200,2200,2200,2200,2200,2200,2200,2300,2300
32209,Other practitioners of natural healing,Autres praticiens/praticiennes des médecines douces,N/A,200,200,200,200,200,200,200,200,200,200
33100,Dental assistants and dental laboratory assistants,Assistants/assistantes dentaires et auxiliaires dans les laboratoires dentaires,N/A,1700,1800,1800,1800,1800,1800,1800,1900,1900,1900
33101,Medical laboratory assistants and related technical occupations,Assistants/assistantes de laboratoires médicaux et préposés/préposées techniques reliés,N/A,1600,1600,1600,1600,1700,1700,1700,1700,1700,1700
33102,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires",N/A,16100,16800,17000,17200,17300,17400,17500,17700,17800,17900
33103,Pharmacy technical assistants and pharmacy assistants,Assistants techniques/assistantes techniques en pharmacie et assistants/assistantes en pharmacie,N/A,1300,1300,1300,1400,1400,1400,1400,1400,1400,1400
33109,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé,N/A,1700,1800,1800,1800,1800,1800,1800,1900,1900,1900
40010,Government managers - health and social policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé,N/A,400,400,400,400,400,400,400,400,400,400
40011,"Government managers - economic analysis, policy development and program administration","Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes",N/A,500,500,500,500,500,500,500,500,500,500
40012,Government managers - education policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40019,Other managers in public administration,Autres gestionnaires de la fonction publique,N/A,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
40020,Administrators - post-secondary education and vocational training,Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle,N/A,900,900,900,900,900,900,900,900,900,900
40021,School principals and administrators of elementary and secondary education,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,N/A,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
