Code,Occupation Name,Nom de la profession,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
10022,"Advertising, marketing and public relations managers","Directeurs/directrices de la publicité, du marketing et des relations publiques",N/A,2000,1900,1900,2000,2100,2200,2100,2300,2300,2300
10029,Other business services managers,Directeurs/directrices d'autres services aux entreprises,N/A,1700,900,1400,1200,1400,1400,1400,1400,1400,1400
10030,Telecommunication carriers managers,Directeurs/directrices d'entreprises de télécommunications,N/A,500,400,400,400,400,400,400,400,400,400
11100,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables,N/A,10400,8200,9300,8800,8000,7500,7800,7600,7800,7800
11101,Financial and investment analysts,Analystes financiers/analystes financières et analystes en placements,N/A,4100,2800,3000,2600,2600,2300,2200,2400,2300,2300
11102,Financial advisors,Conseillers financiers/conseillères financières,N/A,4200,3100,4800,6000,5500,4900,5700,4600,4900,4900
11103,"Securities agents, investment dealers and brokers","Agents/agentes en valeurs, agents/agentes en placements et négociateurs/négociatrices en valeurs",N/A,1100,1200,1200,1100,1000,900,900,1000,1000,900
11109,Other financial officers,Autres agents financiers/agentes financières,N/A,2300,2400,2200,2200,2200,2000,2000,2000,2000,2000
11200,Human resources professionals,Professionnels/professionnelles en ressources humaines,N/A,4500,5600,5900,5400,5300,5300,5400,5400,5500,5500
11201,Professional occupations in business management consulting,Professionnels/professionnelles des services-conseils en gestion aux entreprises,N/A,6800,7300,6400,6000,6000,5900,5700,6000,5800,5800
11202,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12010,"Supervisors, general office and administrative support workers",Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif,N/A,800,1700,1400,1300,1300,1200,1200,1200,1200,1200
12011,"Supervisors, finance and insurance office workers",Superviseurs/superviseures de commis de finance et d'assurance,N/A,2500,2100,2300,2100,2200,2100,1900,2100,2100,2000
12012,"Supervisors, library, correspondence and related information workers","Superviseurs/superviseures de commis de bibliothèque, de correspondanciers et d'autres commis à l'information",N/A,200,200,200,200,100,100,100,100,100,100
12013,"Supervisors, supply chain, tracking and scheduling coordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",N/A,4200,2600,4400,4700,3500,3600,3500,3500,3500,3500
12100,Executive assistants,Adjoints/adjointes de direction,N/A,2600,2400,2400,2200,2100,2000,2000,2000,1900,1900
12101,Human resources and recruitment officers,Agents/agentes des ressources humaines et de recrutement,N/A,2000,1100,2800,1600,1500,1800,1900,1700,1800,1900
12102,Procurement and purchasing agents and officers,Agents/agentes en approvisionnement et aux achats,N/A,6200,3500,4200,4200,4000,4100,3900,4200,4200,4200
12103,Conference and event planners,Planificateurs/planificatrices de congrès et d'événements,N/A,1000,1600,900,1100,1000,1100,1000,1000,1000,1000
12104,Employment insurance and revenue officers,Agents/agentes d'assurance-emploi et du revenu,N/A,1500,3000,2500,2300,2300,2400,2200,2600,2500,2500
12110,"Court reporters, medical transcriptionists and related occupations","Sténographes judiciaires, transcripteurs médicaux/transcriptrices médicales et personnel assimilé",N/A,0,900,800,700,600,600,600,600,500,500
12111,Health information management occupations,Personnel en gestion de l'information sur la santé,N/A,300,300,300,300,300,300,300,300,300,300
12112,Records management technicians,Techniciens/techniciennes à la gestion des documents,N/A,400,500,500,500,500,500,400,400,400,400
12113,Statistical officers and related research support occupations,Agents/agentes de statistiques et professions connexes du soutien de la recherche,N/A,200,100,100,100,100,100,100,100,100,100
12200,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres,N/A,14200,11900,11600,10600,10800,10900,10600,11000,10700,10600
12201,Insurance adjusters and claims examiners,Experts/expertes en sinistres et rédacteurs/rédactrices sinistres,N/A,2700,3200,2700,2500,2400,2300,2100,2500,2400,2300
12202,Insurance underwriters,Assureurs/assureures,N/A,100,1500,900,1100,1100,900,1000,900,900,900
12203,"Assessors, business valuators and appraisers","Estimateurs/estimatrices, évaluateurs/évaluatrices d'entreprise et autres évaluateurs/évaluatrices",N/A,800,600,600,600,500,500,500,500,500,500
13100,Administrative officers,Agents/agentes d'administration,N/A,12400,11000,11200,10400,10600,10500,10400,10500,10500,10300
13101,Property administrators,Agents/agentes de gestion immobilière,N/A,2400,2800,3100,2900,2700,2500,2400,2500,2400,2300
13102,Payroll administrators,Administrateurs/administratrices de la paye,N/A,3100,4100,2900,3000,2900,2700,2800,2900,2800,2800
13110,Administrative assistants,Adjoints administratifs/adjointes administratives,N/A,13100,13700,11800,11500,10200,10300,10300,10000,9800,9500
13111,Legal administrative assistants,Adjoints administratifs juridiques/adjointes administratives juridiques,N/A,2200,3200,3000,2200,2300,2200,2200,2300,2200,2200
13112,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales,N/A,3600,4200,4500,4300,4400,4400,4400,4400,4400,4500
13200,"Customs, ship and other brokers","Courtiers/courtières en douanes, courtiers maritimes/courtières maritimes et autres courtiers/courtières",N/A,400,400,400,300,300,300,300,300,300,300
13201,Production and transportation logistics coordinators,Coordonnateurs/coordonnatrices de la logistique de la production et du transport,N/A,1900,900,900,1300,1400,1400,1300,1300,1300,1300
14100,General office support workers,Employés/employées de bureau - soutien général,N/A,6600,5700,4200,3700,3500,3400,3500,3000,3000,2900
14101,Receptionists,Réceptionnistes,N/A,7800,5500,5800,5000,5000,4900,4800,4600,4500,4400
14102,Personnel clerks,Commis des services du personnel,N/A,600,400,300,400,300,300,400,400,400,400
14103,Court clerks and related court services occupations,Commis des services judiciaires et autres professions des services judiciaires,N/A,800,400,400,400,300,300,300,400,300,300
14110,Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques,N/A,300,500,400,300,300,300,300,300,300,300
14111,Data entry clerks,Commis à la saisie de données,N/A,1600,1500,1400,1100,1000,1000,900,900,900,800
14112,Desktop publishing operators and related occupations,Opérateurs/opératrices d'équipement d'éditique et personnel assimilé,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14200,Accounting and related clerks,Commis à la comptabilité et personnel assimilé,N/A,7200,8800,7600,6500,6600,6500,6000,6400,6000,5800
14201,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers",N/A,1000,1100,1000,1000,900,800,700,800,800,700
14202,Collection clerks,Commis de recouvrement,N/A,500,700,600,500,500,500,400,500,400,400
14300,Library assistants and clerks,Commis et assistants/assistantes dans les bibliothèques,N/A,500,700,700,600,600,600,600,500,500,500
14301,"Correspondence, publication and regulatory clerks",Correspondanciers/correspondancières et commis aux publications et aux règlements,N/A,400,700,1600,700,1000,800,800,800,800,800
14400,Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires,N/A,3300,5900,5100,4000,3900,3800,3800,3700,3700,3600
14401,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces,N/A,600,1800,700,700,600,600,600,600,600,600
14402,Production logistics workers,Travailleurs/travailleuses de la logistique de la production,N/A,-100,200,100,100,100,100,100,100,100,100
14403,Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire,N/A,1700,1300,1000,900,800,900,800,1000,900,900
14404,Dispatchers,Répartiteurs/répartitrices,N/A,2100,1500,1600,1300,1100,1200,1100,1200,1200,1100
14405,Transportation route and crew schedulers,Horairistes de trajets et d'équipages,N/A,-100,0,300,200,100,100,100,100,100,100
20010,Engineering managers,Directeurs/directrices des services de génie,N/A,1800,1700,1700,1700,1600,1600,1600,1600,1600,1600
20011,Architecture and science managers,Directeurs/directrices des services d'architecture et de sciences,N/A,1100,600,700,700,700,700,700,700,700,700
20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,N/A,9500,4800,6000,6400,6700,6800,6800,7100,7000,7200
21100,Physicists and astronomers,Physiciens/physiciennes et astronomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21101,Chemists,Chimistes,N/A,-100,900,600,500,500,500,300,400,500,500
21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,N/A,400,500,500,400,300,300,300,400,300,300
21103,Meteorologists and climatologists,Météorologues et climatologues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21109,Other professional occupations in physical sciences,Autres professionnels/professionnelles des sciences physiques,N/A,200,100,100,100,100,100,100,100,100,100
21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,N/A,800,300,700,700,700,700,600,700,700,700
21111,Forestry professionals,Professionnels/professionnelles des sciences forestières,N/A,300,100,100,100,100,100,100,100,100,100
21112,"Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture",N/A,0,300,300,200,200,200,200,200,200,200
21120,Public and environmental health and safety professionals,Professionnels/professionnelles de la santé et sécurité publique et environnementale,N/A,400,500,400,400,400,400,400,400,400,400
21200,Architects,Architectes,N/A,1200,800,700,700,700,700,700,600,600,600
21201,Landscape architects,Architectes paysagistes,N/A,200,0,100,100,100,100,100,100,100,100
21202,Urban and land use planners,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,N/A,700,500,400,400,300,400,400,400,400,400
21203,Land surveyors,Arpenteurs-géomètres/arpenteuses-géomètres,N/A,200,200,200,100,100,100,100,100,100,100
21210,"Mathematicians, statisticians and actuaries","Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires",N/A,400,600,500,500,500,400,400,400,400,400
21211,Data scientists,Scientifiques de données,N/A,1800,800,1000,900,900,900,1000,900,900,1000
21220,Cybersecurity specialists,Spécialistes de la cybersécurité,N/A,2500,1100,1400,1400,1500,1500,1500,1600,1700,1700
21221,Business systems specialists,Spécialistes des systèmes commerciaux,N/A,2200,1700,1900,1900,1900,1900,1900,1900,1900,2000
21222,Information systems specialists,Spécialistes en informatique,N/A,10900,12500,12800,13900,12600,13100,12900,12700,12700,12900
21223,Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données,N/A,2800,2900,3100,3100,3000,2900,2900,2900,3000,3000
21230,Computer systems developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de systèmes informatiques,N/A,1700,1700,1600,1400,1300,1300,1300,1400,1400,1500
21231,Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,N/A,6700,3000,4800,4600,4500,4500,4500,4600,4700,4900
21232,Software developers and programmers,Développeurs/développeuses et programmeurs/programmeuses de logiciels,N/A,7600,5300,7400,7900,8000,7900,8100,8100,7900,8300
21233,Web designers,Concepteurs/conceptrices Web,N/A,300,300,400,300,300,400,400,400,500,500
21234,Web developers and programmers,Développeurs/développeuses et programmeurs/programmeuses Web,N/A,1700,-400,1100,600,900,800,1000,900,900,900
21300,Civil engineers,Ingénieurs civils/ingénieures civiles,N/A,4000,1200,2200,2100,2000,2000,2100,2100,2000,2000
21301,Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes,N/A,1400,1200,1300,1300,1200,1100,1200,1100,1100,1100
21310,Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,N/A,2100,1500,1600,1500,1400,1300,1300,1300,1400,1400
21311,Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel),N/A,2400,0,1500,1900,1800,1600,1500,1600,1600,1600
21320,Chemical engineers,Ingénieurs chimistes/ingénieures chimistes,N/A,400,700,500,500,400,400,300,400,400,300
21321,Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication,N/A,600,200,700,800,800,700,700,700,700,800
21322,Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21330,Mining engineers,Ingénieurs miniers/ingénieures minières,N/A,-100,200,200,100,200,100,100,100,100,100
21331,Geological engineers,Ingénieurs/ingénieures géologiques,N/A,100,400,100,200,100,100,100,100,100,100
21332,Petroleum engineers,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,N/A,300,500,300,200,100,200,-100,200,200,200
21390,Aerospace engineers,Ingénieurs/ingénieures en aérospatiale,N/A,400,200,200,200,200,200,200,200,200,200
21399,Other professional engineers,Autres ingénieurs/ingénieures,N/A,2200,1300,1200,1100,1100,1100,1100,1100,1100,1100
22100,Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie,N/A,1200,1100,900,1000,1100,1000,900,1100,1100,1100
22101,Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie,N/A,200,500,300,200,200,200,100,200,200,200
22110,Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie,N/A,200,200,100,100,100,100,100,100,100,100
22111,Agricultural and fish products inspectors,Inspecteurs/inspectrices des produits agricoles et de la pêche,N/A,100,100,100,0,0,100,100,100,100,100
22112,Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières,N/A,600,200,200,200,200,200,200,200,200,200
22113,Conservation and fishery officers,Techniciens/techniciennes du milieu naturel et de la pêche,N/A,200,100,100,100,100,100,100,100,100,100
22114,Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture,N/A,-600,1300,900,600,600,700,400,800,800,900
22210,Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,N/A,400,300,200,300,200,200,200,200,200,200
22211,Industrial designers,Designers industriels/designers industrielles,N/A,300,400,300,300,300,300,300,300,300,300
22212,Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,N/A,900,1200,1200,900,900,800,700,800,800,800
22213,Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,N/A,200,200,100,100,100,100,100,100,100,100
22214,Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,N/A,700,300,0,-100,100,100,100,100,0,100
22220,Computer network and web technicians,Techniciens/techniciennes de réseau informatique et Web,N/A,1700,1200,1500,1200,1200,1300,1400,1400,1300,1300
22221,User support technicians,Agents/agentes de soutien aux utilisateurs,N/A,5900,5800,4700,5200,4900,5000,5100,5300,5200,5400
22222,Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques,N/A,1000,300,600,500,500,500,600,500,600,600
22230,Non-destructive testers and inspectors,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,N/A,0,200,200,200,200,200,200,200,200,200
22231,Engineering inspectors and regulatory officers,Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation,N/A,300,500,400,300,300,300,300,300,300,300
22232,Occupational health and safety specialists,Spécialistes de l'hygiène et de la sécurité au travail,N/A,1600,1700,1900,1700,1800,1700,1800,1800,1700,1700
22233,Construction inspectors,Inspecteurs/inspectrices en construction,N/A,1400,1300,1400,1300,1300,1300,1200,1300,1300,1300
22300,Civil engineering technologists and technicians,Technologues et techniciens/techniciennes en génie civil,N/A,1500,600,400,700,700,700,700,700,600,600
22301,Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique,N/A,400,1000,900,900,900,800,900,800,800,800
22302,Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication,N/A,1300,700,1000,1000,800,800,800,800,800,800
22303,Construction estimators,Estimateurs/estimatrices en construction,N/A,1000,1600,1500,1200,1200,1200,1200,1300,1300,1200
22310,Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électrique et électronique,N/A,1200,1700,1500,1300,1200,1200,1300,1100,1100,1200
22311,Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),N/A,2500,2700,2200,1800,1800,1700,1600,1700,1700,1600
22312,Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,N/A,300,600,500,400,300,300,0,300,300,300
22313,"Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs",N/A,300,100,200,200,200,100,100,100,100,100
30010,Managers in health care,Directeurs/directrices des soins de santé,N/A,2100,2400,2600,2700,2700,2800,2800,2900,2900,3000
31100,Specialists in clinical and laboratory medicine,Spécialistes en médecine clinique et de laboratoire,N/A,1400,1900,1900,1800,1800,1800,1700,1800,1900,1900
31101,Specialists in surgery,Spécialistes en chirurgie,N/A,400,500,500,500,600,600,600,600,600,600
31102,General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,N/A,5000,3800,4500,4600,4800,4900,5000,5000,5000,5200
31103,Veterinarians,Vétérinaires,N/A,800,800,600,600,600,600,600,600,600,600
31110,Dentists,Dentistes,N/A,1400,1500,1500,1500,1500,1600,1500,1500,1500,1500
31111,Optometrists,Optométristes,N/A,500,500,500,500,500,500,500,500,500,500
31112,Audiologists and speech-language pathologists,Audiologistes et orthophonistes,N/A,800,900,900,800,800,800,800,800,800,900
31120,Pharmacists,Pharmaciens/pharmaciennes,N/A,600,2900,2500,2300,2300,2400,2400,2500,2500,2500
31121,Dietitians and nutritionists,Diététistes et nutritionnistes,N/A,500,600,600,600,600,600,600,600,600,700
31200,Psychologists,Psychologues,N/A,1400,1500,1500,1400,1400,1400,1400,1400,1400,1400
31201,Chiropractors,Chiropraticiens/chiropraticiennes,N/A,600,600,500,500,500,500,500,500,500,500
31202,Physiotherapists,Physiothérapeutes,N/A,1400,1700,1800,1800,1900,1900,2000,2000,2100,2200
31203,Occupational therapists,Ergothérapeutes,N/A,300,800,1000,1000,1000,1100,1100,1200,1200,1300
31204,Kinesiologists and other professional occupations in therapy and assessment,Kinésiologues et autres professionnels/professionnelles en thérapie et en diagnostic,N/A,300,400,400,400,400,400,500,500,500,500
31209,Other professional occupations in health diagnosing and treating,Autres professionnels/professionnelles en diagnostic et en traitement de la santé,N/A,400,400,500,400,500,500,500,500,500,500
31300,Nursing coordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,N/A,700,1500,1700,1800,1900,1900,2000,2000,2000,2100
31301,Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,N/A,14500,15800,17900,17600,18200,18600,19000,19000,19300,19800
31302,Nurse practitioners,Infirmiers praticiens/infirmières praticiennes,N/A,300,300,300,300,300,300,300,400,400,400
31303,"Physician assistants, midwives and allied health professionals","Adjoints au médecin, sages-femmes et professionnels paramédicaux",N/A,300,200,200,200,200,200,300,300,300,300
32100,Opticians,Opticiens/opticiennes d'ordonnances,N/A,1100,500,400,400,500,500,600,700,700,700
32101,Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,N/A,2900,1400,2200,2400,2800,3000,3700,3000,3200,3300
32102,Paramedical occupations,Personnel ambulancier et paramédical,N/A,2100,2200,2200,2000,2000,2000,2000,2000,2100,2200
32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires",N/A,1000,-400,300,500,500,600,600,600,600,700
32104,Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires,N/A,300,1500,700,600,1300,400,1200,700,800,900
32109,Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic,N/A,800,1200,1200,1100,1100,1200,1100,1200,1200,1300
32110,Denturists,Denturologistes,N/A,100,100,100,100,100,100,100,100,100,100
32111,Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires,N/A,1000,1300,2100,1500,1800,1600,1500,1700,1700,1800
32112,Dental technologists and technicians,Technologues et techniciens/techniciennes dentaires,N/A,600,100,200,200,200,200,200,200,200,200
32120,Medical laboratory technologists,Technologues de laboratoires médicaux,N/A,1000,1500,1600,1500,1600,1600,1600,1600,1600,1600
32121,Medical radiation technologists,Technologues en radiation médicale,N/A,1200,1400,1500,1500,1500,1500,1600,1600,1600,1700
32122,Medical sonographers,Technologues en échographie,N/A,400,500,600,600,600,600,600,600,600,600
32123,Cardiology technologists and electrophysiological diagnostic technologists,Technologues en cardiologie et technologues en électrophysiologie diagnostique,N/A,300,300,300,300,300,300,300,300,300,300
32124,Pharmacy technicians,Techniciens/techniciennes en pharmacie,N/A,700,1400,1900,1500,1400,1400,1700,1300,1300,1300
32129,Other medical technologists and technicians,Autres technologues et techniciens/techniciennes des sciences de la santé,N/A,200,200,200,200,200,200,200,200,300,300
32200,Traditional Chinese medicine practitioners and acupuncturists,Praticiens/praticiennes en médecine traditionnelle chinoise et acupuncteurs/acupunctrices,N/A,400,500,500,500,500,500,500,500,500,500
32201,Massage therapists,Massothérapeutes,N/A,1700,1900,2200,2100,2200,2200,2200,2300,2300,2400
32209,Other practitioners of natural healing,Autres praticiens/praticiennes des médecines douces,N/A,200,400,300,300,300,300,200,300,300,300
33100,Dental assistants and dental laboratory assistants,Assistants/assistantes dentaires et auxiliaires dans les laboratoires dentaires,N/A,1400,1700,1800,1800,1800,1900,1900,1900,2000,2100
33101,Medical laboratory assistants and related technical occupations,Assistants/assistantes de laboratoires médicaux et préposés/préposées techniques reliés,N/A,1300,1300,1600,1600,1600,1700,1900,1800,1800,1900
33102,"Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires",N/A,15200,16200,17800,17600,18000,18200,18500,18400,18600,19000
33103,Pharmacy technical assistants and pharmacy assistants,Assistants techniques/assistantes techniques en pharmacie et assistants/assistantes en pharmacie,N/A,600,1500,2200,1700,1400,1400,1800,1300,1300,1300
33109,Other assisting occupations in support of health services,Autre personnel de soutien des services de santé,N/A,1000,2100,2100,1900,1800,1900,1900,2000,1900,2000
40010,Government managers - health and social policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé,N/A,500,500,400,400,400,400,400,400,400,400
40011,"Government managers - economic analysis, policy development and program administration","Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes",N/A,700,600,600,500,500,500,500,500,500,500
40012,Government managers - education policy development and program administration,Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40019,Other managers in public administration,Autres gestionnaires de la fonction publique,N/A,2400,2200,1900,1800,1700,1700,1800,1800,1700,1700
40020,Administrators - post-secondary education and vocational training,Administrateurs/administratrices - enseignement postsecondaire et formation professionnelle,N/A,1100,800,800,900,800,900,900,900,900,900
40021,School principals and administrators of elementary and secondary education,Directeurs/directrices d'école et administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,N/A,2700,2100,1800,1300,1300,1300,1500,1400,1400,1500
